"country","hdicode","hdi_2020","Mobility_SiteName","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","PM_SiteName","a_mean","sd"
"Iraq","Medium",0.679,"Iraq",2020-04-09,-66,-41,-46,-61,-52,22,"Baghdad",40.45833333,16.57913609
"Iraq","Medium",0.679,"Iraq",2019-03-20,NA,NA,NA,NA,NA,NA,"Baghdad",18.70833333,5.804639574
"Iraq","Medium",0.679,"Iraq",2019-03-21,NA,NA,NA,NA,NA,NA,"Baghdad",27.54166667,11.43974447
"Iraq","Medium",0.679,"Iraq",2019-03-22,NA,NA,NA,NA,NA,NA,"Baghdad",32.58333333,19.8601998
"Iraq","Medium",0.679,"Iraq",2019-03-23,NA,NA,NA,NA,NA,NA,"Baghdad",38.91666667,23.16465949
"Iraq","Medium",0.679,"Iraq",2019-03-24,NA,NA,NA,NA,NA,NA,"Baghdad",33.47826087,14.28880543
"Iraq","Medium",0.679,"Iraq",2020-04-16,-59,-32,-40,-54,-46,20,"Baghdad",24.45833333,14.0526314
"Iraq","Medium",0.679,"Iraq",2020-04-15,-57,-29,-37,-51,-47,18,"Baghdad",11.58333333,6.730312136
"Iraq","Medium",0.679,"Iraq",2019-11-20,NA,NA,NA,NA,NA,NA,"Baghdad",33.58333333,18.25404462
"Iraq","Medium",0.679,"Iraq",2019-11-21,NA,NA,NA,NA,NA,NA,"Baghdad",51.14285714,38.22340345
"Iraq","Medium",0.679,"Iraq",2019-11-22,NA,NA,NA,NA,NA,NA,"Baghdad",50.58333333,36.79900361
"Iraq","Medium",0.679,"Iraq",2019-11-23,NA,NA,NA,NA,NA,NA,"Baghdad",91.25,63.19139319
"Iraq","Medium",0.679,"Iraq",2019-11-24,NA,NA,NA,NA,NA,NA,"Baghdad",109.2916667,49.06116783
"Iraq","Medium",0.679,"Iraq",2019-11-25,NA,NA,NA,NA,NA,NA,"Baghdad",79.33333333,21.34940518
"Iraq","Medium",0.679,"Iraq",2019-11-26,NA,NA,NA,NA,NA,NA,"Baghdad",96.375,48.42278704
"Iraq","Medium",0.679,"Iraq",2019-11-27,NA,NA,NA,NA,NA,NA,"Baghdad",57.5,28.68721879
"Iraq","Medium",0.679,"Iraq",2019-11-28,NA,NA,NA,NA,NA,NA,"Baghdad",66.75,25.25737086
"Iraq","Medium",0.679,"Iraq",2020-04-24,-56,-32,-43,-55,-21,15,"Baghdad",20.29166667,8.446657001
"Iraq","Medium",0.679,"Iraq",2020-04-25,-55,-35,-39,-53,-29,17,"Baghdad",39.125,35.170779
"Iraq","Medium",0.679,"Iraq",2020-04-26,-35,-15,-27,-37,-26,15,"Baghdad",11.25,6.509190827
"Iraq","Medium",0.679,"Iraq",2019-12-02,NA,NA,NA,NA,NA,NA,"Baghdad",22.875,9.660824071
"Iraq","Medium",0.679,"Iraq",2019-12-03,NA,NA,NA,NA,NA,NA,"Baghdad",24.83333333,16.04251598
"Iraq","Medium",0.679,"Iraq",2020-04-28,-35,-12,-23,-35,-25,12,"Baghdad",22.29166667,12.40784873
"Iraq","Medium",0.679,"Iraq",2020-04-29,-35,-11,-23,-34,-26,14,"Baghdad",22.83333333,14.5442852
"Iraq","Medium",0.679,"Iraq",2020-04-30,-40,-16,-26,-36,-25,16,"Baghdad",27.91666667,15.73950076
"Iraq","Medium",0.679,"Iraq",2020-05-01,-54,-31,-41,-52,-16,14,"Baghdad",29.54166667,21.66941175
"Iraq","Medium",0.679,"Iraq",2020-05-02,-48,-28,-31,-46,-23,15,"Baghdad",17.79166667,6.852350702
"Iraq","Medium",0.679,"Iraq",2020-05-03,-29,-8,-19,-32,-22,13,"Baghdad",20.875,17.74778002
"Iraq","Medium",0.679,"Iraq",2020-05-04,-36,-14,-22,-35,-24,12,"Baghdad",24.625,14.23083507
"Iraq","Medium",0.679,"Iraq",2020-05-05,-36,-13,-23,-34,-23,13,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-05-06,-32,-4,-21,-30,-22,13,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-05-07,-32,-4,-21,-26,-20,15,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-05-08,-42,-13,-30,-36,-5,12,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2019-04-20,NA,NA,NA,NA,NA,NA,"Baghdad",15.70833333,11.23844012
"Iraq","Medium",0.679,"Iraq",2019-04-21,NA,NA,NA,NA,NA,NA,"Baghdad",13.30434783,5.942411376
"Iraq","Medium",0.679,"Iraq",2019-04-22,NA,NA,NA,NA,NA,NA,"Baghdad",12.40909091,10.79532126
"Iraq","Medium",0.679,"Iraq",2019-07-07,NA,NA,NA,NA,NA,NA,"Baghdad",30.54166667,12.53162666
"Iraq","Medium",0.679,"Iraq",2019-07-08,NA,NA,NA,NA,NA,NA,"Baghdad",26.29166667,11.48715414
"Iraq","Medium",0.679,"Iraq",2019-07-09,NA,NA,NA,NA,NA,NA,"Baghdad",30.70833333,15.84017777
"Iraq","Medium",0.679,"Iraq",2019-07-10,NA,NA,NA,NA,NA,NA,"Baghdad",21.95833333,5.812125007
"Iraq","Medium",0.679,"Iraq",2019-07-11,NA,NA,NA,NA,NA,NA,"Baghdad",27.16666667,17.38731838
"Iraq","Medium",0.679,"Iraq",2019-07-12,NA,NA,NA,NA,NA,NA,"Baghdad",33.79166667,16.7435365
"Iraq","Medium",0.679,"Iraq",2020-04-10,-64,-40,-46,-60,-27,16,"Baghdad",12.33333333,5.001449065
"Iraq","Medium",0.679,"Iraq",2020-04-11,-60,-37,-40,-58,-38,17,"Baghdad",10.25,7.869865476
"Iraq","Medium",0.679,"Iraq",2020-04-12,-57,-32,-41,-58,-49,19,"Baghdad",15.20833333,8.193205916
"Iraq","Medium",0.679,"Iraq",2020-04-13,-58,-33,-38,-52,-48,18,"Baghdad",17.375,7.020544386
"Iraq","Medium",0.679,"Iraq",2020-04-14,-57,-31,-37,-54,-48,18,"Baghdad",17.95833333,5.409164258
"Iraq","Medium",0.679,"Iraq",2019-05-04,NA,NA,NA,NA,NA,NA,"Baghdad",14.08333333,4.548450923
"Iraq","Medium",0.679,"Iraq",2019-05-05,NA,NA,NA,NA,NA,NA,"Baghdad",15.04166667,5.959859691
"Iraq","Medium",0.679,"Iraq",2019-05-06,NA,NA,NA,NA,NA,NA,"Baghdad",24.16666667,10.40345539
"Iraq","Medium",0.679,"Iraq",2020-05-25,-46,-23,-24,-40,-48,15,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-05-26,-45,-21,-23,-39,-47,14,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-05-27,-34,-11,-19,-32,-39,14,"Baghdad",30.41666667,16.67583081
"Iraq","Medium",0.679,"Iraq",2020-05-28,-40,-17,-25,-34,-37,17,"Baghdad",43.04166667,22.26613566
"Iraq","Medium",0.679,"Iraq",2020-05-29,-39,-17,-25,-34,-4,11,"Baghdad",18.83333333,8.244453559
"Iraq","Medium",0.679,"Iraq",2020-05-30,-32,-13,-20,-29,-14,12,"Baghdad",12.16666667,8.046963601
"Iraq","Medium",0.679,"Iraq",2020-05-31,-30,-10,-21,-29,-28,14,"Baghdad",18.875,8.226745883
"Iraq","Medium",0.679,"Iraq",2020-06-01,-30,-3,-23,-25,-27,13,"Baghdad",21,12.4739729
"Iraq","Medium",0.679,"Iraq",2020-06-02,-47,-24,-33,-42,-37,16,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-06-03,-40,-15,-29,-34,-34,16,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-06-04,-38,-14,-25,-31,-28,16,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-06-05,-36,-13,-25,-31,0,11,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-06-06,-30,-9,-19,-27,-10,12,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-06-07,-30,-8,-20,-29,-25,14,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-06-08,-34,-12,-23,-29,-26,13,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-06-09,-35,-13,-26,-35,-27,13,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-06-10,-34,-9,-24,-33,-29,14,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-06-11,-36,-13,-26,-35,-28,16,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-06-12,-38,-15,-27,-37,-3,11,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-06-13,-31,-10,-21,-31,-11,12,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-06-14,-18,-1,-14,-24,-19,12,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-06-15,-21,-2,-15,-23,-18,10,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-06-16,-20,0,-15,-23,-18,10,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-06-17,-22,0,-17,-24,-21,10,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2019-05-28,NA,NA,NA,NA,NA,NA,"Baghdad",48.54166667,20.65025353
"Iraq","Medium",0.679,"Iraq",2019-05-29,NA,NA,NA,NA,NA,NA,"Baghdad",38.25,17.32113562
"Iraq","Medium",0.679,"Iraq",2019-05-30,NA,NA,NA,NA,NA,NA,"Baghdad",29.16666667,14.43626673
"Iraq","Medium",0.679,"Iraq",2020-02-22,11,10,10,17,13,0,"Baghdad",31.29166667,9.616467609
"Iraq","Medium",0.679,"Iraq",2020-02-23,11,12,9,14,13,0,"Baghdad",40.66666667,17.96292478
"Iraq","Medium",0.679,"Iraq",2020-02-24,9,10,11,15,13,-1,"Baghdad",43.04166667,10.13165151
"Iraq","Medium",0.679,"Iraq",2020-02-25,1,5,0,5,7,1,"Baghdad",43.125,16.40867348
"Iraq","Medium",0.679,"Iraq",2020-02-26,8,16,8,12,7,1,"Baghdad",152.2916667,154.3148896
"Iraq","Medium",0.679,"Iraq",2020-02-27,5,11,7,12,2,3,"Baghdad",70.75,21.03258342
"Iraq","Medium",0.679,"Iraq",2020-02-28,7,14,10,10,13,1,"Baghdad",64.66666667,19.14854216
"Iraq","Medium",0.679,"Iraq",2020-02-29,12,15,12,15,10,1,"Baghdad",62.29166667,11.22682799
"Iraq","Medium",0.679,"Iraq",2020-03-01,7,13,3,6,5,2,"Baghdad",25.95833333,24.90238188
"Iraq","Medium",0.679,"Iraq",2020-03-02,9,17,9,10,5,2,"Baghdad",21.75,20.06998624
"Iraq","Medium",0.679,"Iraq",2020-03-03,11,17,10,5,3,2,"Baghdad",26.33333333,8.884117077
"Iraq","Medium",0.679,"Iraq",2020-03-04,11,19,13,5,1,2,"Baghdad",20.5,7.644264687
"Iraq","Medium",0.679,"Iraq",2020-03-05,0,10,6,1,-4,4,"Baghdad",33.45833333,27.80988121
"Iraq","Medium",0.679,"Iraq",2019-06-11,NA,NA,NA,NA,NA,NA,"Baghdad",38.70833333,34.41117004
"Iraq","Medium",0.679,"Iraq",2019-06-12,NA,NA,NA,NA,NA,NA,"Baghdad",24.83333333,7.29899735
"Iraq","Medium",0.679,"Iraq",2019-06-13,NA,NA,NA,NA,NA,NA,"Baghdad",35.08333333,13.43880386
"Iraq","Medium",0.679,"Iraq",2019-06-14,NA,NA,NA,NA,NA,NA,"Baghdad",42.70833333,23.4937164
"Iraq","Medium",0.679,"Iraq",2019-06-15,NA,NA,NA,NA,NA,NA,"Baghdad",68.79166667,49.67895116
"Iraq","Medium",0.679,"Iraq",2020-07-07,-22,1,-18,-24,-25,11,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-07-08,-24,-1,-19,-27,-25,11,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-07-09,-38,-15,-28,-36,-34,16,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-07-10,-46,-24,-34,-45,-16,12,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-07-11,-34,-13,-26,-35,-19,13,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-07-12,-17,2,-15,-23,-24,12,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-07-13,-20,1,-15,-23,-24,11,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-07-14,-20,1,-17,-26,-33,13,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-07-15,-19,3,-16,-21,-24,11,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-07-16,-35,-12,-27,-35,-33,17,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-07-17,-39,-17,-30,-40,-12,12,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-07-18,-29,-8,-23,-31,-16,12,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-07-19,-13,5,-12,-22,-22,11,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-07-20,-17,3,-15,-20,-23,10,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-07-21,-17,1,-14,-23,-23,11,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2019-06-30,NA,NA,NA,NA,NA,NA,"Baghdad",23.54166667,7.972666166
"Iraq","Medium",0.679,"Iraq",2019-07-01,NA,NA,NA,NA,NA,NA,"Baghdad",23.25,9.118781383
"Iraq","Medium",0.679,"Iraq",2019-07-02,NA,NA,NA,NA,NA,NA,"Baghdad",23.95652174,24.06521114
"Iraq","Medium",0.679,"Iraq",2019-07-03,NA,NA,NA,NA,NA,NA,"Baghdad",26.95833333,13.42767799
"Iraq","Medium",0.679,"Iraq",2019-11-01,NA,NA,NA,NA,NA,NA,"Baghdad",36.83333333,21.57225808
"Iraq","Medium",0.679,"Iraq",2019-11-02,NA,NA,NA,NA,NA,NA,"Baghdad",52.27272727,24.33531985
"Iraq","Medium",0.679,"Iraq",2019-11-07,NA,NA,NA,NA,NA,NA,"Baghdad",48.73333333,16.46844024
"Iraq","Medium",0.679,"Iraq",2019-11-08,NA,NA,NA,NA,NA,NA,"Baghdad",37.45833333,8.075616367
"Iraq","Medium",0.679,"Iraq",2019-11-09,NA,NA,NA,NA,NA,NA,"Baghdad",86.66666667,54.55166412
"Iraq","Medium",0.679,"Iraq",2019-11-10,NA,NA,NA,NA,NA,NA,"Baghdad",112.5217391,35.60243807
"Iraq","Medium",0.679,"Iraq",2019-11-11,NA,NA,NA,NA,NA,NA,"Baghdad",136.6666667,81.39632866
"Iraq","Medium",0.679,"Iraq",2019-11-12,NA,NA,NA,NA,NA,NA,"Baghdad",101.375,50.61518289
"Iraq","Medium",0.679,"Iraq",2019-11-13,NA,NA,NA,NA,NA,NA,"Baghdad",69.625,31.66511247
"Iraq","Medium",0.679,"Iraq",2019-11-14,NA,NA,NA,NA,NA,NA,"Baghdad",83.16666667,41.68897953
"Iraq","Medium",0.679,"Iraq",2019-11-15,NA,NA,NA,NA,NA,NA,"Baghdad",49.16666667,22.20001306
"Iraq","Medium",0.679,"Iraq",2019-11-16,NA,NA,NA,NA,NA,NA,"Baghdad",26.54166667,14.12053444
"Iraq","Medium",0.679,"Iraq",2019-11-17,NA,NA,NA,NA,NA,NA,"Baghdad",33.125,15.66306234
"Iraq","Medium",0.679,"Iraq",2019-11-18,NA,NA,NA,NA,NA,NA,"Baghdad",41.75,30.69237265
"Iraq","Medium",0.679,"Iraq",2019-11-19,NA,NA,NA,NA,NA,NA,"Baghdad",22.75,12.25543358
"Iraq","Medium",0.679,"Iraq",2019-07-18,NA,NA,NA,NA,NA,NA,"Baghdad",32,6.990677021
"Iraq","Medium",0.679,"Iraq",2019-07-19,NA,NA,NA,NA,NA,NA,"Baghdad",20.375,7.14333073
"Iraq","Medium",0.679,"Iraq",2019-07-20,NA,NA,NA,NA,NA,NA,"Baghdad",21,12.40266451
"Iraq","Medium",0.679,"Iraq",2019-07-21,NA,NA,NA,NA,NA,NA,"Baghdad",21.375,7.603274466
"Iraq","Medium",0.679,"Iraq",2019-07-22,NA,NA,NA,NA,NA,NA,"Baghdad",20.625,7.008147432
"Iraq","Medium",0.679,"Iraq",2019-07-23,NA,NA,NA,NA,NA,NA,"Baghdad",22.91666667,10.2359837
"Iraq","Medium",0.679,"Iraq",2019-07-24,NA,NA,NA,NA,NA,NA,"Baghdad",32.04166667,18.88518897
"Iraq","Medium",0.679,"Iraq",2019-07-25,NA,NA,NA,NA,NA,NA,"Baghdad",24.75,11.93187182
"Iraq","Medium",0.679,"Iraq",2019-07-26,NA,NA,NA,NA,NA,NA,"Baghdad",26.45833333,9.12225738
"Iraq","Medium",0.679,"Iraq",2019-11-29,NA,NA,NA,NA,NA,NA,"Baghdad",88.29166667,32.05495169
"Iraq","Medium",0.679,"Iraq",2019-11-30,NA,NA,NA,NA,NA,NA,"Baghdad",50.58333333,21.60297215
"Iraq","Medium",0.679,"Iraq",2019-12-01,NA,NA,NA,NA,NA,NA,"Baghdad",51,12.489996
"Iraq","Medium",0.679,"Iraq",2019-07-30,NA,NA,NA,NA,NA,NA,"Baghdad",33.875,15.60187419
"Iraq","Medium",0.679,"Iraq",2019-07-31,NA,NA,NA,NA,NA,NA,"Baghdad",27.79166667,9.973788111
"Iraq","Medium",0.679,"Iraq",2019-12-04,NA,NA,NA,NA,NA,NA,"Baghdad",43.75,28.65878726
"Iraq","Medium",0.679,"Iraq",2019-12-05,NA,NA,NA,NA,NA,NA,"Baghdad",59.25,15.80382452
"Iraq","Medium",0.679,"Iraq",2019-12-06,NA,NA,NA,NA,NA,NA,"Baghdad",51.16666667,16.40431191
"Iraq","Medium",0.679,"Iraq",2019-12-07,NA,NA,NA,NA,NA,NA,"Baghdad",40.04166667,18.27442777
"Iraq","Medium",0.679,"Iraq",2019-12-08,NA,NA,NA,NA,NA,NA,"Baghdad",36.33333333,13.59560884
"Iraq","Medium",0.679,"Iraq",2019-12-09,NA,NA,NA,NA,NA,NA,"Baghdad",42.20833333,17.83981665
"Iraq","Medium",0.679,"Iraq",2019-12-10,NA,NA,NA,NA,NA,NA,"Baghdad",47.04166667,15.30126214
"Iraq","Medium",0.679,"Iraq",2019-12-11,NA,NA,NA,NA,NA,NA,"Baghdad",57.60869565,14.11877902
"Iraq","Medium",0.679,"Iraq",2019-12-12,NA,NA,NA,NA,NA,NA,"Baghdad",53.04166667,20.60915619
"Iraq","Medium",0.679,"Iraq",2019-12-13,NA,NA,NA,NA,NA,NA,"Baghdad",38.625,19.15795328
"Iraq","Medium",0.679,"Iraq",2019-12-14,NA,NA,NA,NA,NA,NA,"Baghdad",96.125,44.76636208
"Iraq","Medium",0.679,"Iraq",2019-12-15,NA,NA,NA,NA,NA,NA,"Baghdad",122.6666667,34.76838477
"Iraq","Medium",0.679,"Iraq",2020-05-09,-38,-14,-24,-32,-16,13,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-05-10,-15,10,-11,-15,-16,12,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2019-04-23,NA,NA,NA,NA,NA,NA,"Baghdad",15,8.712809161
"Iraq","Medium",0.679,"Iraq",2019-04-24,NA,NA,NA,NA,NA,NA,"Baghdad",11.83333333,6.875708132
"Iraq","Medium",0.679,"Iraq",2019-04-25,NA,NA,NA,NA,NA,NA,"Baghdad",14,5.175191658
"Iraq","Medium",0.679,"Iraq",2019-04-26,NA,NA,NA,NA,NA,NA,"Baghdad",14.58333333,7.517612171
"Iraq","Medium",0.679,"Iraq",2019-04-27,NA,NA,NA,NA,NA,NA,"Baghdad",18.16666667,11.08726911
"Iraq","Medium",0.679,"Iraq",2019-04-28,NA,NA,NA,NA,NA,NA,"Baghdad",35.45833333,22.54074411
"Iraq","Medium",0.679,"Iraq",2019-04-29,NA,NA,NA,NA,NA,NA,"Baghdad",38.29166667,21.14233167
"Iraq","Medium",0.679,"Iraq",2019-04-30,NA,NA,NA,NA,NA,NA,"Baghdad",27.75,13.63260159
"Iraq","Medium",0.679,"Iraq",2019-05-01,NA,NA,NA,NA,NA,NA,"Baghdad",46.04166667,23.67622026
"Iraq","Medium",0.679,"Iraq",2019-05-02,NA,NA,NA,NA,NA,NA,"Baghdad",48.5,10.57478543
"Iraq","Medium",0.679,"Iraq",2019-05-03,NA,NA,NA,NA,NA,NA,"Baghdad",27.83333333,14.65150732
"Iraq","Medium",0.679,"Iraq",2020-05-22,-25,3,-22,-21,0,12,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-05-23,-22,2,-15,-18,-17,14,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-05-24,-47,-22,-33,-43,-49,18,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-01-03,NA,NA,NA,NA,NA,NA,"Baghdad",101.3333333,56.55137462
"Iraq","Medium",0.679,"Iraq",2020-01-04,NA,NA,NA,NA,NA,NA,"Baghdad",81.16666667,55.99275315
"Iraq","Medium",0.679,"Iraq",2020-01-05,NA,NA,NA,NA,NA,NA,"Baghdad",43.70833333,28.34029113
"Iraq","Medium",0.679,"Iraq",2020-01-06,NA,NA,NA,NA,NA,NA,"Baghdad",72.83333333,90.91547277
"Iraq","Medium",0.679,"Iraq",2020-01-07,NA,NA,NA,NA,NA,NA,"Baghdad",133.875,142.6227351
"Iraq","Medium",0.679,"Iraq",2020-01-08,NA,NA,NA,NA,NA,NA,"Baghdad",26.66666667,8.175608828
"Iraq","Medium",0.679,"Iraq",2020-01-09,NA,NA,NA,NA,NA,NA,"Baghdad",22.20833333,7.471564452
"Iraq","Medium",0.679,"Iraq",2020-01-10,NA,NA,NA,NA,NA,NA,"Baghdad",22.45833333,5.421207684
"Iraq","Medium",0.679,"Iraq",2020-01-11,NA,NA,NA,NA,NA,NA,"Baghdad",20.20833333,7.348345964
"Iraq","Medium",0.679,"Iraq",2020-01-12,NA,NA,NA,NA,NA,NA,"Baghdad",32.25,24.90198176
"Iraq","Medium",0.679,"Iraq",2020-01-13,NA,NA,NA,NA,NA,NA,"Baghdad",39.58333333,18.58918963
"Iraq","Medium",0.679,"Iraq",2020-01-14,NA,NA,NA,NA,NA,NA,"Baghdad",40.04166667,14.67763506
"Iraq","Medium",0.679,"Iraq",2020-01-15,NA,NA,NA,NA,NA,NA,"Baghdad",48.20833333,21.29090266
"Iraq","Medium",0.679,"Iraq",2020-01-16,NA,NA,NA,NA,NA,NA,"Baghdad",81.375,49.71117668
"Iraq","Medium",0.679,"Iraq",2020-01-17,NA,NA,NA,NA,NA,NA,"Baghdad",52.625,18.44336219
"Iraq","Medium",0.679,"Iraq",2020-01-18,NA,NA,NA,NA,NA,NA,"Baghdad",39.54166667,12.16187617
"Iraq","Medium",0.679,"Iraq",2020-01-19,NA,NA,NA,NA,NA,NA,"Baghdad",71.5,27.03459941
"Iraq","Medium",0.679,"Iraq",2020-01-20,NA,NA,NA,NA,NA,NA,"Baghdad",65.33333333,53.31013988
"Iraq","Medium",0.679,"Iraq",2020-01-21,NA,NA,NA,NA,NA,NA,"Baghdad",16.125,14.68306478
"Iraq","Medium",0.679,"Iraq",2020-01-22,NA,NA,NA,NA,NA,NA,"Baghdad",17.91666667,6.78820375
"Iraq","Medium",0.679,"Iraq",2020-01-23,NA,NA,NA,NA,NA,NA,"Baghdad",49.88888889,21.03238244
"Iraq","Medium",0.679,"Iraq",2020-02-15,16,13,13,19,14,0,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-02-16,11,8,7,12,12,0,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-02-17,12,8,11,16,13,-1,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-02-18,15,12,13,15,11,-1,"Baghdad",63.08333333,31.52043589
"Iraq","Medium",0.679,"Iraq",2020-06-18,-42,-22,-30,-41,-31,16,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-06-19,-43,-23,-32,-42,-8,12,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-06-20,-36,-16,-25,-35,-14,11,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-06-21,-24,-5,-21,-30,-23,12,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-06-22,-27,-7,-21,-28,-25,12,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2019-06-01,NA,NA,NA,NA,NA,NA,"Baghdad",19.5,7.939992334
"Iraq","Medium",0.679,"Iraq",2019-06-02,NA,NA,NA,NA,NA,NA,"Baghdad",24.73913043,9.487874517
"Iraq","Medium",0.679,"Iraq",2019-06-03,NA,NA,NA,NA,NA,NA,"Baghdad",28.08333333,12.40587752
"Iraq","Medium",0.679,"Iraq",2019-06-04,NA,NA,NA,NA,NA,NA,"Baghdad",30.125,5.084610198
"Iraq","Medium",0.679,"Iraq",2019-06-05,NA,NA,NA,NA,NA,NA,"Baghdad",40.16666667,7.777708764
"Iraq","Medium",0.679,"Iraq",2019-06-06,NA,NA,NA,NA,NA,NA,"Baghdad",34,7.126191739
"Iraq","Medium",0.679,"Iraq",2019-06-07,NA,NA,NA,NA,NA,NA,"Baghdad",32.66666667,9.849593532
"Iraq","Medium",0.679,"Iraq",2019-06-08,NA,NA,NA,NA,NA,NA,"Baghdad",31.66666667,10.36996779
"Iraq","Medium",0.679,"Iraq",2019-06-09,NA,NA,NA,NA,NA,NA,"Baghdad",56.375,27.51886705
"Iraq","Medium",0.679,"Iraq",2019-06-10,NA,NA,NA,NA,NA,NA,"Baghdad",84.29411765,81.5435196
"Iraq","Medium",0.679,"Iraq",2020-07-02,-51,-29,-37,-45,-41,19,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-07-03,-51,-29,-38,-48,-18,14,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-07-04,-44,-25,-33,-42,-24,14,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-07-05,-25,-5,-21,-30,-25,13,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-07-06,-24,-3,-19,-26,-25,11,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2019-10-12,NA,NA,NA,NA,NA,NA,"Baghdad",61.83333333,31.71019129
"Iraq","Medium",0.679,"Iraq",2019-10-13,NA,NA,NA,NA,NA,NA,"Baghdad",41.20833333,22.93844157
"Iraq","Medium",0.679,"Iraq",2019-10-14,NA,NA,NA,NA,NA,NA,"Baghdad",24.375,7.626113604
"Iraq","Medium",0.679,"Iraq",2019-10-15,NA,NA,NA,NA,NA,NA,"Baghdad",29.125,9.538537396
"Iraq","Medium",0.679,"Iraq",2019-10-16,NA,NA,NA,NA,NA,NA,"Baghdad",36.95833333,12.81126938
"Iraq","Medium",0.679,"Iraq",2019-10-17,NA,NA,NA,NA,NA,NA,"Baghdad",44.16666667,15.19630008
"Iraq","Medium",0.679,"Iraq",2019-10-18,NA,NA,NA,NA,NA,NA,"Baghdad",36.75,19.63415392
"Iraq","Medium",0.679,"Iraq",2019-10-19,NA,NA,NA,NA,NA,NA,"Baghdad",45.75,18.66699016
"Iraq","Medium",0.679,"Iraq",2019-10-20,NA,NA,NA,NA,NA,NA,"Baghdad",46,18.01931331
"Iraq","Medium",0.679,"Iraq",2019-10-21,NA,NA,NA,NA,NA,NA,"Baghdad",29.41666667,14.47611726
"Iraq","Medium",0.679,"Iraq",2019-10-22,NA,NA,NA,NA,NA,NA,"Baghdad",16.91666667,6.671918221
"Iraq","Medium",0.679,"Iraq",2019-10-23,NA,NA,NA,NA,NA,NA,"Baghdad",41.08333333,17.30774309
"Iraq","Medium",0.679,"Iraq",2019-10-24,NA,NA,NA,NA,NA,NA,"Baghdad",24.83333333,6.617937855
