"country","hdicode","hdi_2020","Mobility_SiteName","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","PM_SiteName","a_mean","sd"
"Iraq","Medium",0.679,"Iraq",2019-10-25,NA,NA,NA,NA,NA,NA,"Baghdad",25.16666667,11.19653155
"Iraq","Medium",0.679,"Iraq",2019-10-26,NA,NA,NA,NA,NA,NA,"Baghdad",35.20833333,13.47131951
"Iraq","Medium",0.679,"Iraq",2019-10-27,NA,NA,NA,NA,NA,NA,"Baghdad",34.875,9.983954518
"Iraq","Medium",0.679,"Iraq",2019-10-28,NA,NA,NA,NA,NA,NA,"Baghdad",27.20833333,7.448251424
"Iraq","Medium",0.679,"Iraq",2020-07-22,-17,3,-16,-22,-23,11,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-07-23,-35,-12,-25,-32,-32,16,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-07-24,-37,-16,-27,-37,-12,12,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-07-25,-30,-11,-21,-30,-17,12,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-07-26,-12,6,-12,-22,-22,11,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-07-27,-13,6,-9,-18,-22,10,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-07-28,-8,12,-7,-12,-22,10,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-07-29,4,28,-1,-3,-23,9,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-07-30,-21,9,-17,-17,-39,17,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-07-31,-35,-13,-22,-37,-15,10,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-08-01,-31,-13,-14,-31,-36,12,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-08-02,-28,-8,-16,-35,-51,15,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2019-07-13,NA,NA,NA,NA,NA,NA,"Baghdad",22.29166667,8.311747405
"Iraq","Medium",0.679,"Iraq",2019-07-14,NA,NA,NA,NA,NA,NA,"Baghdad",20.375,8.155086436
"Iraq","Medium",0.679,"Iraq",2019-07-15,NA,NA,NA,NA,NA,NA,"Baghdad",19.70833333,11.99086307
"Iraq","Medium",0.679,"Iraq",2019-07-16,NA,NA,NA,NA,NA,NA,"Baghdad",24.41666667,12.16165273
"Iraq","Medium",0.679,"Iraq",2019-07-17,NA,NA,NA,NA,NA,NA,"Baghdad",20.83333333,6.938654591
"Iraq","Medium",0.679,"Iraq",2020-12-07,8,42,4,9,-3,0,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-12-08,9,43,3,8,-2,1,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-12-10,3,41,7,4,-22,6,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-12-11,5,45,10,3,1,2,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-12-12,7,44,11,8,3,3,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-12-13,9,47,9,9,-6,3,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-12-14,7,44,10,12,-4,2,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-12-15,4,41,6,12,-6,2,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-12-16,8,48,5,10,-4,3,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2019-07-27,NA,NA,NA,NA,NA,NA,"Baghdad",28.83333333,18.77479037
"Iraq","Medium",0.679,"Iraq",2019-07-28,NA,NA,NA,NA,NA,NA,"Baghdad",29.45833333,16.8315934
"Iraq","Medium",0.679,"Iraq",2019-07-29,NA,NA,NA,NA,NA,NA,"Baghdad",53.66666667,16.16401442
"Iraq","Medium",0.679,"Iraq",2020-12-20,9,46,10,14,-4,3,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-12-21,6,43,10,12,-3,2,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2019-08-01,NA,NA,NA,NA,NA,NA,"Baghdad",31.75,13.7658999
"Iraq","Medium",0.679,"Iraq",2019-08-02,NA,NA,NA,NA,NA,NA,"Baghdad",31.625,18.21564664
"Iraq","Medium",0.679,"Iraq",2019-08-03,NA,NA,NA,NA,NA,NA,"Baghdad",29.375,11.53750972
"Iraq","Medium",0.679,"Iraq",2019-08-04,NA,NA,NA,NA,NA,NA,"Baghdad",25.83333333,11.09118987
"Iraq","Medium",0.679,"Iraq",2019-08-05,NA,NA,NA,NA,NA,NA,"Baghdad",28.58333333,19.30063452
"Iraq","Medium",0.679,"Iraq",2019-08-06,NA,NA,NA,NA,NA,NA,"Baghdad",21.2,6.022763835
"Iraq","Medium",0.679,"Iraq",2019-08-07,NA,NA,NA,NA,NA,NA,"Baghdad",19.91666667,5.686877853
"Iraq","Medium",0.679,"Iraq",2019-08-08,NA,NA,NA,NA,NA,NA,"Baghdad",17.16666667,6.336002489
"Iraq","Medium",0.679,"Iraq",2019-08-09,NA,NA,NA,NA,NA,NA,"Baghdad",26.25,20.81230823
"Iraq","Medium",0.679,"Iraq",2019-08-10,NA,NA,NA,NA,NA,NA,"Baghdad",22.91666667,13.85928245
"Iraq","Medium",0.679,"Iraq",2019-08-11,NA,NA,NA,NA,NA,NA,"Baghdad",24.20833333,7.923433416
"Iraq","Medium",0.679,"Iraq",2019-08-12,NA,NA,NA,NA,NA,NA,"Baghdad",41.8,31.58480647
"Iraq","Medium",0.679,"Iraq",2019-12-16,NA,NA,NA,NA,NA,NA,"Baghdad",48.54166667,15.80032792
"Iraq","Medium",0.679,"Iraq",2019-12-17,NA,NA,NA,NA,NA,NA,"Baghdad",91.58333333,54.50242649
"Iraq","Medium",0.679,"Iraq",2020-05-11,-17,9,-8,-13,-15,11,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-05-12,-15,12,-8,-13,-15,12,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-05-13,-18,9,-11,-16,-16,12,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-05-14,-25,0,-16,-18,-18,13,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-05-15,-36,-9,-26,-28,-4,13,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-05-16,-29,-6,-17,-24,-12,13,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-05-17,-15,7,-12,-15,-16,12,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-05-18,-17,6,-11,-15,-16,11,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-05-19,-15,8,-11,-14,-16,11,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-05-20,-13,13,-10,-13,-17,12,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-05-21,-14,13,-11,-9,-18,13,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2019-12-29,NA,NA,NA,NA,NA,NA,"Baghdad",82.625,69.17703345
"Iraq","Medium",0.679,"Iraq",2019-12-30,NA,NA,NA,NA,NA,NA,"Baghdad",82.66666667,72.92740087
"Iraq","Medium",0.679,"Iraq",2019-12-31,NA,NA,NA,NA,NA,NA,"Baghdad",85.41666667,84.81740832
"Iraq","Medium",0.679,"Iraq",2020-01-01,NA,NA,NA,NA,NA,NA,"Baghdad",91.20833333,78.61407063
"Iraq","Medium",0.679,"Iraq",2020-01-02,NA,NA,NA,NA,NA,NA,"Baghdad",63.66666667,29.47315162
"Iraq","Medium",0.679,"Iraq",2019-08-30,NA,NA,NA,NA,NA,NA,"Baghdad",53.20833333,27.62635661
"Iraq","Medium",0.679,"Iraq",2019-08-31,NA,NA,NA,NA,NA,NA,"Baghdad",45.33333333,33.89455089
"Iraq","Medium",0.679,"Iraq",2019-09-01,NA,NA,NA,NA,NA,NA,"Baghdad",33.04166667,17.33174812
"Iraq","Medium",0.679,"Iraq",2019-09-02,NA,NA,NA,NA,NA,NA,"Baghdad",49.08333333,31.51937522
"Iraq","Medium",0.679,"Iraq",2019-09-03,NA,NA,NA,NA,NA,NA,"Baghdad",39.20833333,23.19853662
"Iraq","Medium",0.679,"Iraq",2019-09-04,NA,NA,NA,NA,NA,NA,"Baghdad",34.95833333,16.20380837
"Iraq","Medium",0.679,"Iraq",2019-09-05,NA,NA,NA,NA,NA,NA,"Baghdad",67.20833333,31.58698021
"Iraq","Medium",0.679,"Iraq",2019-09-06,NA,NA,NA,NA,NA,NA,"Baghdad",26.29166667,10.92456015
"Iraq","Medium",0.679,"Iraq",2019-09-07,NA,NA,NA,NA,NA,NA,"Baghdad",24,7.851889831
"Iraq","Medium",0.679,"Iraq",2019-09-08,NA,NA,NA,NA,NA,NA,"Baghdad",29.20833333,18.42252677
"Iraq","Medium",0.679,"Iraq",2019-09-09,NA,NA,NA,NA,NA,NA,"Baghdad",21.875,6.73286876
"Iraq","Medium",0.679,"Iraq",2019-09-10,NA,NA,NA,NA,NA,NA,"Baghdad",22.33333333,7.263168949
"Iraq","Medium",0.679,"Iraq",2019-09-11,NA,NA,NA,NA,NA,NA,"Baghdad",29.95833333,13.06664911
"Iraq","Medium",0.679,"Iraq",2019-09-12,NA,NA,NA,NA,NA,NA,"Baghdad",26.16666667,10.67164739
"Iraq","Medium",0.679,"Iraq",2019-09-13,NA,NA,NA,NA,NA,NA,"Baghdad",37.33333333,21.68683565
"Iraq","Medium",0.679,"Iraq",2019-09-14,NA,NA,NA,NA,NA,NA,"Baghdad",42.29166667,15.26142955
"Iraq","Medium",0.679,"Iraq",2019-09-15,NA,NA,NA,NA,NA,NA,"Baghdad",44.54166667,23.60909767
"Iraq","Medium",0.679,"Iraq",2019-09-16,NA,NA,NA,NA,NA,NA,"Baghdad",37.125,21.56146422
"Iraq","Medium",0.679,"Iraq",2019-09-17,NA,NA,NA,NA,NA,NA,"Baghdad",31.91666667,9.55040025
"Iraq","Medium",0.679,"Iraq",2019-09-18,NA,NA,NA,NA,NA,NA,"Baghdad",26.45833333,12.77898808
"Iraq","Medium",0.679,"Iraq",2019-09-19,NA,NA,NA,NA,NA,NA,"Baghdad",37.54166667,14.62570449
"Iraq","Medium",0.679,"Iraq",2019-09-20,NA,NA,NA,NA,NA,NA,"Baghdad",59,43.64979207
"Iraq","Medium",0.679,"Iraq",2019-09-21,NA,NA,NA,NA,NA,NA,"Baghdad",62.25,56.52875375
"Iraq","Medium",0.679,"Iraq",2020-02-19,11,10,8,12,11,0,"Baghdad",55.54166667,21.821368
"Iraq","Medium",0.679,"Iraq",2020-02-20,9,6,7,11,9,1,"Baghdad",29.75,12.28024217
"Iraq","Medium",0.679,"Iraq",2020-02-21,14,12,16,13,11,0,"Baghdad",37.83333333,19.4481846
"Iraq","Medium",0.679,"Iraq",2019-09-25,NA,NA,NA,NA,NA,NA,"Baghdad",36.375,18.30374754
"Iraq","Medium",0.679,"Iraq",2019-09-26,NA,NA,NA,NA,NA,NA,"Baghdad",52.25,21.21986354
"Iraq","Medium",0.679,"Iraq",2019-09-27,NA,NA,NA,NA,NA,NA,"Baghdad",46.375,20.5845288
"Iraq","Medium",0.679,"Iraq",2020-06-23,-31,-13,-26,-34,-28,14,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-06-24,-32,-11,-28,-36,-29,14,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-06-25,-48,-28,-37,-47,-39,19,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-06-26,-51,-30,-39,-50,-18,14,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-06-27,-48,-28,-35,-49,-25,15,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-06-28,-36,-17,-30,-38,-32,15,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-06-29,-35,-14,-28,-36,-32,14,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-06-30,-42,-21,-33,-41,-35,15,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-07-01,-41,-20,-33,-40,-35,15,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2019-10-07,NA,NA,NA,NA,NA,NA,"Baghdad",72.625,30.19906779
"Iraq","Medium",0.679,"Iraq",2019-10-08,NA,NA,NA,NA,NA,NA,"Baghdad",70.16666667,28.05532836
"Iraq","Medium",0.679,"Iraq",2019-10-09,NA,NA,NA,NA,NA,NA,"Baghdad",83.33333333,25.59557253
"Iraq","Medium",0.679,"Iraq",2019-10-10,NA,NA,NA,NA,NA,NA,"Baghdad",53.54166667,16.47390339
"Iraq","Medium",0.679,"Iraq",2019-10-11,NA,NA,NA,NA,NA,NA,"Baghdad",63.16666667,33.08574718
"Iraq","Medium",0.679,"Iraq",2020-11-02,3,28,-1,7,-12,3,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-11-03,6,33,-2,9,-12,3,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-11-04,2,33,-3,4,-11,4,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-11-05,-6,26,-5,1,-13,5,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-11-06,-4,28,-1,-4,-4,3,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-11-07,-1,29,-2,0,0,3,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-11-08,3,35,-5,1,-9,4,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-11-09,-2,27,-4,-3,-10,2,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-11-10,3,35,-1,2,-10,2,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-11-11,3,36,-2,3,-10,3,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-11-12,-5,24,-5,0,-13,5,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-11-13,-1,30,1,-5,-2,2,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-11-14,1,32,-1,0,1,2,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-11-15,5,37,-2,0,-7,3,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-11-16,2,32,-2,3,-8,2,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-11-17,6,39,0,6,-9,2,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-11-18,8,43,1,5,-8,3,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2019-10-29,NA,NA,NA,NA,NA,NA,"Baghdad",39.41666667,12.43038587
"Iraq","Medium",0.679,"Iraq",2019-10-30,NA,NA,NA,NA,NA,NA,"Baghdad",28.125,4.618606039
"Iraq","Medium",0.679,"Iraq",2019-10-31,NA,NA,NA,NA,NA,NA,"Baghdad",27.04166667,8.487736251
"Iraq","Medium",0.679,"Iraq",2020-11-23,8,40,2,8,-6,1,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-11-24,10,44,4,11,-7,1,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-11-25,11,50,3,11,-6,1,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-11-26,3,38,-3,8,-9,3,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-11-27,8,43,2,8,3,0,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-11-28,-3,27,-8,-4,1,2,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-11-29,10,46,-3,1,-5,3,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-11-30,10,43,4,13,-3,1,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-12-01,11,47,3,12,-4,1,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-12-02,10,48,1,7,-3,1,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-12-03,7,45,2,10,-5,3,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-12-04,11,49,6,6,5,0,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-12-05,10,47,5,7,7,0,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-12-06,12,47,1,6,-3,2,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-08-07,-36,-14,-25,-34,-11,11,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-08-08,-27,-8,-19,-22,-16,12,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-08-09,-10,8,-8,-16,-22,10,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-08-10,-13,8,-7,-12,-22,10,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-08-11,-12,6,-6,-16,-23,10,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-08-12,-13,10,-9,-14,-24,10,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-08-13,-31,-7,-19,-23,-33,15,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-08-14,-32,-8,-22,-29,-11,11,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-08-15,-24,-3,-14,-19,-15,11,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-12-17,2,39,4,8,-6,4,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-12-18,4,44,7,7,1,3,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-12-19,6,44,11,9,5,3,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-08-19,-13,10,-9,-11,-22,9,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-08-20,-24,-2,-17,-20,-31,14,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-12-22,6,42,8,11,-5,2,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-12-23,8,47,6,10,-4,3,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-12-24,-2,38,3,7,-6,5,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-12-25,1,42,5,3,2,3,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-12-26,5,44,11,7,6,3,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-12-27,7,46,8,10,-6,4,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-12-28,9,48,11,15,-4,3,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-12-29,10,48,9,15,-6,3,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-12-30,12,55,11,12,-6,3,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-12-31,17,53,24,17,-8,4,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-08-31,-10,9,-5,-7,-20,7,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-09-01,-8,10,-5,-9,-21,7,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2019-08-13,NA,NA,NA,NA,NA,NA,"Baghdad",33.45833333,12.12607384
"Iraq","Medium",0.679,"Iraq",2019-08-14,NA,NA,NA,NA,NA,NA,"Baghdad",51.29166667,21.38564973
"Iraq","Medium",0.679,"Iraq",2019-12-18,NA,NA,NA,NA,NA,NA,"Baghdad",77.75,74.07120546
"Iraq","Medium",0.679,"Iraq",2019-12-19,NA,NA,NA,NA,NA,NA,"Baghdad",27.83333333,7.699049443
"Iraq","Medium",0.679,"Iraq",2019-12-20,NA,NA,NA,NA,NA,NA,"Baghdad",42,21.52046549
"Iraq","Medium",0.679,"Iraq",2019-12-21,NA,NA,NA,NA,NA,NA,"Baghdad",73.20833333,48.388805
"Iraq","Medium",0.679,"Iraq",2019-12-22,NA,NA,NA,NA,NA,NA,"Baghdad",94.875,24.30121217
"Iraq","Medium",0.679,"Iraq",2019-12-23,NA,NA,NA,NA,NA,NA,"Baghdad",99.20833333,45.16248844
"Iraq","Medium",0.679,"Iraq",2019-12-24,NA,NA,NA,NA,NA,NA,"Baghdad",52.54166667,34.85245817
"Iraq","Medium",0.679,"Iraq",2019-12-25,NA,NA,NA,NA,NA,NA,"Baghdad",51.625,12.81579359
"Iraq","Medium",0.679,"Iraq",2019-12-26,NA,NA,NA,NA,NA,NA,"Baghdad",55.5,13.50040257
"Iraq","Medium",0.679,"Iraq",2019-12-27,NA,NA,NA,NA,NA,NA,"Baghdad",45.95833333,12.21004279
"Iraq","Medium",0.679,"Iraq",2019-12-28,NA,NA,NA,NA,NA,NA,"Baghdad",36.54166667,25.92292785
"Iraq","Medium",0.679,"Iraq",2019-08-25,NA,NA,NA,NA,NA,NA,"Baghdad",60.875,36.66571968
"Iraq","Medium",0.679,"Iraq",2019-08-26,NA,NA,NA,NA,NA,NA,"Baghdad",68.91666667,29.78023369
"Iraq","Medium",0.679,"Iraq",2019-08-27,NA,NA,NA,NA,NA,NA,"Baghdad",38.66666667,16.39105447
"Iraq","Medium",0.679,"Iraq",2019-08-28,NA,NA,NA,NA,NA,NA,"Baghdad",40.20833333,23.03113048
"Iraq","Medium",0.679,"Iraq",2019-08-29,NA,NA,NA,NA,NA,NA,"Baghdad",54.13043478,34.32770462
"Iraq","Medium",0.679,"Iraq",2020-09-20,-4,12,-4,-5,-17,8,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-09-21,-4,11,5,-1,-17,6,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-09-22,-4,14,1,0,-18,6,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-09-23,-7,18,-2,1,-18,6,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-09-24,-16,5,-6,-2,-20,9,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-09-25,-14,5,-4,-8,-10,6,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-09-26,-9,11,-2,-1,-8,6,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-09-27,-5,15,-4,4,-18,8,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-09-28,-8,11,-2,6,-17,7,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-09-29,-7,13,-2,4,-19,6,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-09-30,-7,16,-4,10,-23,4,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-10-01,-14,9,-5,12,-25,4,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-10-02,-8,18,-1,9,-16,1,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-10-03,-6,19,1,13,-17,2,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-10-04,-3,22,-1,11,-28,3,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-10-05,-7,15,2,12,-31,2,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-10-06,-6,16,3,11,-33,3,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-10-07,-6,18,1,9,-34,4,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-10-08,-18,4,-4,-4,-43,9,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-10-09,-7,18,-4,-2,-8,5,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-10-10,-2,25,0,3,-4,5,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-10-11,1,29,0,0,-14,6,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-10-12,0,27,0,7,-15,5,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2019-09-22,NA,NA,NA,NA,NA,NA,"Baghdad",27.66666667,11.64573692
"Iraq","Medium",0.679,"Iraq",2019-09-23,NA,NA,NA,NA,NA,NA,"Baghdad",30.04166667,12.0270679
"Iraq","Medium",0.679,"Iraq",2019-09-24,NA,NA,NA,NA,NA,NA,"Baghdad",31.625,14.35213209
"Iraq","Medium",0.679,"Iraq",2020-10-16,-4,33,0,-1,-8,5,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-10-17,0,37,1,6,-4,6,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-10-18,5,39,0,4,-13,7,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2019-09-28,NA,NA,NA,NA,NA,NA,"Baghdad",59.16666667,13.63393039
"Iraq","Medium",0.679,"Iraq",2019-09-29,NA,NA,NA,NA,NA,NA,"Baghdad",55.75,41.15638257
"Iraq","Medium",0.679,"Iraq",2019-09-30,NA,NA,NA,NA,NA,NA,"Baghdad",35.70833333,17.18563396
"Iraq","Medium",0.679,"Iraq",2019-10-01,NA,NA,NA,NA,NA,NA,"Baghdad",55.45833333,30.13733661
"Iraq","Medium",0.679,"Iraq",2019-10-02,NA,NA,NA,NA,NA,NA,"Baghdad",75.66666667,47.82728589
"Iraq","Medium",0.679,"Iraq",2019-10-03,NA,NA,NA,NA,NA,NA,"Baghdad",61.04166667,46.83317216
"Iraq","Medium",0.679,"Iraq",2019-10-04,NA,NA,NA,NA,NA,NA,"Baghdad",21.66666667,11.88593128
"Iraq","Medium",0.679,"Iraq",2019-10-05,NA,NA,NA,NA,NA,NA,"Baghdad",34.375,23.69702329
"Iraq","Medium",0.679,"Iraq",2019-10-06,NA,NA,NA,NA,NA,NA,"Baghdad",39.04166667,19.39851892
"Iraq","Medium",0.679,"Iraq",2020-10-28,7,39,3,8,-11,4,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-10-29,-3,23,-2,1,-30,8,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-10-30,-2,21,1,-2,-5,3,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-10-31,-1,23,0,2,-3,4,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-11-01,5,29,0,3,-12,5,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-08-26,-7,16,-3,-4,-19,9,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-08-27,-16,6,-9,-9,-23,11,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-08-28,-16,7,-8,-14,-3,7,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-08-16,-7,10,-7,-13,-22,10,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-08-17,-13,7,-7,-11,-21,9,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-08-18,-12,9,-7,-11,-22,9,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-11-21,-4,24,-8,1,-1,3,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-11-22,11,45,0,8,-7,3,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-08-21,-23,-2,-14,-23,-6,9,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-08-22,-14,5,-8,-12,-7,9,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-08-23,-8,10,-7,-9,-20,10,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-08-24,-10,10,-4,-6,-19,9,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-08-25,-7,13,-2,-6,-20,9,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2019-08-17,NA,NA,NA,NA,NA,NA,"Baghdad",24.08333333,8.821498772
"Iraq","Medium",0.679,"Iraq",2019-08-18,NA,NA,NA,NA,NA,NA,"Baghdad",28.625,10.82594508
"Iraq","Medium",0.679,"Iraq",2019-08-19,NA,NA,NA,NA,NA,NA,"Baghdad",37.41666667,20.33826265
"Iraq","Medium",0.679,"Iraq",2020-08-29,-11,10,-2,-4,-8,7,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-11-19,2,36,-1,9,-10,4,NA,NA,NA
"Iraq","Medium",0.679,"Iraq",2020-11-20,5,39,2,5,0,1,NA,NA,NA
